id, position_x, position_y, position_z, pressure, acceleration_0, acceleration_1, acceleration_2, magnetic_0, magnetic_1, magnetic_2, angular_vel_0, angular_vel_1, angular_vel_2, euler_angles_0, euler_angles_1, euler_angles_2, quaternion_0, quaternion_1, quaternion_2, quaternion_3, linear_acceleration_0, linear_acceleration_1, linear_acceleration_2, gravity_vector_0, gravity_vector_1, gravity_vector_2, temperature
0x6737,67,7310,582,100313500,307,-187,859,-1582,224,-425,222,-492,441,1083,364,181,-13273,3077,1847,8910,-71,-9,-27,379,-178,886,32
0x694c,2022,4918,5429,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,67,7310,582,100317000,573,-282,686,-1280,224,76,516,-595,-90,872,622,200,-13657,3813,4249,7023,-46,-59,-90,619,-170,748,32
0x694c,1706,4661,-129,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,67,7310,582,100313000,562,-124,801,-1160,638,236,36,153,-51,855,571,142,-13889,3236,4008,7000,-9,-1,5,573,-124,785,32
0x694c,2056,4907,5422,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,138,7564,625,100312750,515,-78,825,-280,1190,774,-80,107,-32,924,525,86,-13747,2832,3731,7585,-16,0,5,531,-77,820,32
0x694c,1946,4894,5480,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,26,7483,730,100314500,495,-58,812,302,1424,1070,-51,92,-34,947,504,76,-13698,2724,3575,7786,-16,10,-20,512,-69,833,32
0x694c,1995,4956,5468,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,346,7551,397,100313250,487,-88,812,648,1710,1260,-69,-7,-9,963,499,90,-13637,2830,3458,7905,-20,-6,-21,508,-82,834,32
0x694c,2001,4951,5426,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,193,7550,524,100310000,482,-78,807,683,1739,1419,-7,-2,-12,980,500,87,-13559,2852,3445,8036,-25,1,-26,508,-80,834,32
0x694c,2013,4942,5427,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,250,7528,472,100312500,491,-76,805,718,1744,1510,-8,2,10,984,499,85,-13544,2844,3447,8064,-20,2,-23,508,-78,834,33
0x694c,2045,4985,5457,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,250,7528,472,100309000,485,-75,814,755,1787,1528,-23,4,19,986,499,82,-13536,2826,3456,8079,-22,0,-20,508,-75,835,33
0x694c,1968,4934,5462,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-69,7565,875,100312250,481,-78,814,755,1774,1572,23,4,-8,987,499,83,-13534,2833,3451,8083,-21,1,-17,508,-76,835,32
0x694c,1985,4914,5343,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-148,7535,931,100315000,480,-60,820,803,1761,1600,2,2,-12,990,497,80,-13526,2805,3444,8109,-26,12,-15,506,-73,836,32
0x694c,1600,4694,-195,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1853,4853,-504,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-6,7585,712,100309500,481,-74,820,808,1755,1612,-7,7,4,991,497,82,-13522,2823,3434,8114,-23,4,-17,506,-75,836,32
0x694c,2075,4566,5271,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,123,7498,669,100312000,481,-71,820,808,1737,1632,0,1,1,991,497,83,-13520,2833,3427,8116,-23,5,-16,506,-76,836,32
0x694c,1936,4909,5505,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-12,7559,812,100312250,480,-64,818,820,1772,1651,-2,-5,-11,991,497,83,-13519,2832,3428,8119,-26,11,-18,506,-76,836,32
0x694c,1998,5020,5447,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,0,0,0,100311000,110,213,988,-1896,-46,-547,278,-1097,1021,1189,535,-75,-12493,2382,4118,9473,-430,145,172,540,67,815,32
0x694c,1933,4770,-146,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,333,7707,674,100309250,777,-95,715,-1424,300,-475,1337,-108,640,5222,675,-155,-14587,-2766,5352,-4399,118,-217,0,659,122,715,32
0x694c,1991,4870,5361,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,0,0,0,100307250,380,-335,945,-2070,128,-1758,446,-700,318,5289,38,45,-15839,307,439,-4155,339,-286,-33,41,-48,978,32
0x694c,2004,4769,5290,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1981,4836,5380,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1893,4723,-132,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1946,4858,5397,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1915,4646,-64,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1969,4917,5410,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1988,4836,5339,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,2012,4918,5388,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-2460,5647,2518,100321500,465,-120,618,-1507,-745,-926,-408,1033,-1163,2460,665,232,-3449,6081,-282,14815,-164,52,-34,651,-183,709,32
0x694c,1982,4855,5356,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-2128,6898,4331,100319000,728,-234,1199,-1188,-734,-1011,274,879,-949,3125,572,127,2079,4867,-1635,15419,202,-92,464,573,-110,788,32
0x694c,1975,4861,5336,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1696,7443,961,100317750,787,-55,1111,-1068,-734,-1024,74,913,-1112,3254,498,181,3271,3987,-2265,15385,284,103,274,502,-159,827,32
0x694c,1902,4646,-85,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1372,7810,1100,100317500,819,39,970,-987,-716,-860,438,-117,298,3178,561,175,2522,4677,-2126,15352,255,191,183,563,-152,787,32
0x694c,1973,4817,5348,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-647,8560,3854,100318250,580,-89,713,-956,-817,-860,693,-399,469,2824,511,291,-474,4629,-2144,15562,61,169,-76,518,-259,790,32
0x694c,1970,4885,5391,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-222,8384,995,100314000,773,10,1109,-1129,-872,-745,1034,658,435,2297,475,176,-4928,4451,-27,14978,287,173,273,486,-163,835,32
0x694c,1948,4833,5338,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1285,8553,4184,100315000,690,20,1068,-1280,-680,-803,968,-129,-512,1993,386,183,-7438,3744,250,14108,293,189,193,399,-177,877,32
0x694c,1474,4356,95,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1175,7582,787,100314500,622,-24,866,-1320,-387,-648,750,-502,1147,1487,432,188,-10917,3849,1534,11575,190,159,54,443,-179,856,32
0x694c,2062,5064,5340,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1545,6736,623,100310000,674,-127,951,-955,-70,-609,588,-829,737,689,418,297,-14659,3648,2598,5787,223,161,115,427,-282,836,32
0x694c,2010,4925,5388,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,994,5981,703,100309000,424,-9,1098,-592,-64,-628,308,-1239,544,5631,214,297,-16022,2446,2114,-1128,105,298,133,227,-303,904,32
0x694c,2076,4366,6,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,386,5567,1392,100310250,445,-425,1210,-441,-214,-641,360,378,-305,5227,339,275,-15262,1358,3587,-4560,90,-154,337,354,-270,873,32
0x694c,2008,4848,5357,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1979,4888,5390,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,2000,4869,5411,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1593,7559,4263,100306000,437,-251,622,-800,-806,-988,-391,-629,1322,3364,513,360,-4043,-3714,3926,-14929,-83,67,-144,521,-318,767,31
0x694c,1919,4717,-112,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1321,8096,633,100306500,406,-364,516,-806,-800,-884,448,-52,-654,3453,552,184,-4796,-4214,2858,-14816,-163,-200,-277,556,-161,791,31
0x694c,1917,4686,-79,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1462,8591,820,100308000,168,-117,798,-764,-865,-937,-1172,-631,-226,3600,581,252,-5913,-4029,3736,-14258,-444,93,-43,581,-215,760,31
0x694c,2024,4912,5388,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,2008,4895,5343,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1971,4824,5376,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1931,4687,-99,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,0,0,0,100307500,415,-234,497,-1260,241,-371,3648,-719,-918,1016,438,772,-12425,7398,391,7692,-35,415,-82,451,-649,579,31
0x694c,1959,4865,5418,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,2051,4908,5388,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x694c,1954,4927,5409,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,0,0,0,100301000,196,114,706,-1379,-662,-516,-860,-235,-202,2094,676,-144,-6335,4962,3389,13863,-448,86,45,659,113,716,31
0x694c,2048,4894,5355,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,0,0,0,100297250,596,195,1083,-1123,-680,-736,-250,-319,-530,2958,538,-238,665,4858,1640,15547,53,-14,295,543,209,788,31
0x694c,1974,4863,5376,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1617,7177,3887,100295250,679,273,1410,-913,-465,-716,1142,972,-2138,3256,399,-121,3393,3626,396,15608,366,148,536,403,135,883,31
0x694c,2034,4861,5355,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-1617,7177,3887,100295000,798,304,1341,-686,-387,-640,752,433,23,3453,271,-186,4972,2823,714,15337,481,114,353,290,182,918,31
0x694c,2046,4920,5330,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-501,8601,4827,100295750,125,-18,634,-872,-326,-504,1164,-195,-883,2730,506,285,-1274,4687,-1872,15535,-389,237,-159,514,-256,794,31
0x694c,1964,4856,5351,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,-501,8601,4827,100293750,374,343,639,-675,-638,-414,-185,-1059,1546,2628,252,-81,-2220,2132,1013,16060,108,259,-299,266,84,939,31
0x694c,1940,4745,-119,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,835,8263,1022,100295750,336,26,1097,-804,-195,-62,2570,-31,-2281,2065,254,92,-6964,2397,253,14633,67,121,159,269,-94,938,31
0x694c,1933,4616,-66,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1309,7666,1327,100292750,587,340,1008,-769,-43,28,695,-263,2079,1653,437,-2,-9876,3026,2419,12486,254,349,157,450,2,871,31
0x694c,2003,4841,5398,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,2013,6923,3864,100294250,554,-22,947,-660,484,-4,1221,299,-1826,1004,423,257,-13487,3770,2131,8232,117,220,103,436,-243,843,31
0x694c,2079,5118,-86,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1578,6230,965,100293500,553,-92,1019,-665,462,-233,-258,179,1466,824,299,252,-14423,3111,1486,6966,238,159,125,314,-252,893,31
0x694c,1977,4780,-110,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1124,5477,4349,100293750,-63,-721,973,-28,520,201,2192,-1150,-3270,423,-49,801,-14446,6630,-2062,3396,-100,162,169,-53,-750,628,31
0x694c,2026,5188,5645,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1629,5388,778,100295500,329,-223,860,-720,166,-67,1770,-346,1321,876,345,166,-14233,2664,2089,7376,-31,-58,-36,360,-164,896,31
0x694c,2254,5293,5417,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1417,5188,942,100298750,96,302,846,-484,129,-385,743,-2020,-631,606,326,-208,-15357,-728,3339,5200,-246,94,-48,342,207,895,31
0x694c,2211,5361,5474,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1325,5125,445,100305750,-17,-48,954,-824,-388,-953,-2,4,0,495,-39,41,-15781,264,-439,4373,24,-3,-24,-42,-44,978,31
0x694c,2158,5419,5512,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1012,4696,1125,100306250,-15,-47,964,-824,-400,-928,1,-1,-1,495,-30,42,-15782,296,-364,4376,16,-1,-14,-32,-45,979,31
0x694c,2386,5027,-402,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1079,4761,1128,100306500,-15,-48,968,-830,-393,-921,2,2,1,495,-26,43,-15782,311,-332,4377,13,-2,-10,-28,-46,979,31
0x694c,1573,4728,-142,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1236,4964,1013,100308000,-16,-46,970,-836,-376,-936,-4,1,0,495,-26,43,-15782,311,-332,4377,12,0,-8,-28,-46,979,31
0x694c,1970,4539,-108,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1127,4860,1055,100305000,-18,-48,961,-836,-400,-936,0,2,1,495,-26,43,-15782,311,-332,4377,9,-2,-17,-28,-46,979,31
0x694c,1872,4634,-253,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1120,4845,1001,100303250,-15,-47,960,-824,-371,-940,2,-1,-2,495,-26,43,-15782,311,-332,4377,12,0,-14,-28,-46,979,31
0x694c,1194,4221,50,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,910,4635,1208,100301500,-15,-47,962,-836,-382,-928,1,-3,0,495,-26,43,-15782,311,-332,4377,11,-1,-11,-28,-46,979,31
0x694c,2024,5134,5559,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,955,4646,1237,100303250,-14,-46,962,-836,-388,-948,2,1,0,495,-26,43,-15782,311,-332,4377,11,0,-12,-28,-46,979,31
0x694c,1998,5032,5491,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1081,4749,1118,100300500,-15,-48,964,-836,-400,-936,0,-1,0,495,-26,43,-15782,311,-332,4377,11,0,-12,-28,-46,979,31
0x694c,2023,5213,-275,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1003,4666,1185,100300500,-18,-47,964,-841,-388,-948,0,1,0,495,-26,43,-15782,311,-332,4377,10,0,-10,-28,-46,979,31
0x694c,2210,5422,-45,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1062,4732,1135,100302500,-15,-47,964,-836,-400,-940,1,4,0,495,-26,43,-15782,311,-332,4377,13,-1,-14,-28,-46,979,31
0x694c,1851,4617,-216,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1092,4747,1072,100301250,-15,-48,971,-817,-382,-929,-1,1,-1,495,-26,43,-15782,311,-332,4377,13,-1,-7,-28,-46,979,31
0x694c,1501,4473,-36,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1251,4909,4288,100302000,-15,-48,970,-830,-382,-948,-1,1,0,495,-26,43,-15782,311,-332,4377,13,-1,-8,-28,-46,979,31
0x694c,1920,4639,-127,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1004,4706,1237,100299500,-15,-47,967,-824,-388,-942,-2,5,-1,495,-26,43,-15782,311,-332,4377,13,-1,-12,-28,-46,979,31
0x694c,2002,4890,5377,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1196,4842,1007,100301250,-16,-47,964,-836,-371,-936,1,4,-1,495,-26,43,-15782,311,-332,4377,12,-1,-14,-28,-46,979,31
0x694c,1918,4669,-189,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1017,4666,1230,100300250,-14,-48,968,-817,-388,-936,-2,3,0,495,-26,43,-15782,311,-332,4377,16,-1,-11,-28,-46,979,31
0x694c,1919,4713,-194,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1002,4699,1227,100298500,-13,-47,971,-848,-400,-955,-1,-3,0,495,-26,43,-15782,311,-332,4377,15,0,-9,-28,-46,979,31
0x694c,2005,4858,5411,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1027,4748,1216,100300000,-16,-48,965,-824,-388,-955,-1,1,2,495,-26,43,-15782,311,-332,4377,11,-1,-14,-28,-46,979,31
0x694c,1976,4873,5430,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1155,4832,1064,100301000,-14,-48,968,-830,-376,-936,1,2,0,495,-26,43,-15782,311,-332,4377,14,-1,-10,-28,-46,979,31
0x694c,2154,5203,5272,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1044,4777,1165,100300000,-14,-48,966,-836,-393,-923,0,-1,-1,495,-26,43,-15782,311,-332,4377,14,-1,-13,-28,-46,979,31
0x694c,1473,4346,189,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35
0x6737,1284,4972,4301,100301000,-16,-47,969,-830,-377,-936,254,1,2,495,-26,43,-15782,311,-332,4377,12,-1,-10,-28,-46,979,31
0x694c,2000,4800,5345,98467750,-320,-919,-3,686,449,-89,17,-5,0,3855,-308,1450,5844,-8886,-7528,9932,2,6,6,-323,-925,-10,35